"","taxa","ITS.Copies"
"2177","Tinctoporellus_epimiltinus",1
"2179","Tolypocladium_capitatum",1
"2180","Tolypocladium_inflatum",5
"2182","Tolypocladium_paradoxum",1
"2184","Tortispora_caseinolytica",1
"2185","Tortispora_ganteri",1
"2186","Tortispora_sangerardonensis",1
"2187","Tortispora_starmeri",1
"2188","Torulaspora_delbrueckii",3
"2189","Torulaspora_franciscae",1
"2190","Torulaspora_globosa",2
"2191","Torulaspora_maleeae",1
"2192","Torulaspora_microellipsoides",1
"2193","Torulaspora_pretoriensis",2
"2195","Trachipleistophora_hominis",1
"2196","Trametes_cinnabarina",3
"2198","Trametes_hirsuta",13
"2199","Trametes_polyzona",2
"2200","Trametes_pubescens",2
"2201","Trametes_sanguinea",2
"2202","Trametes_versicolor",1
"2203","Trametes_villosa",1
"2205","Tremella_fuciformis",1
"2206","Tremella_mesenterica",2
"2210","Trichoderma_afroharzianum",2
"2211","Trichoderma_arundinaceum",1
"2212","Trichoderma_asperellum",15
"2214","Trichoderma_atroviride",10
"2215","Trichoderma_brevicompactum",1
"2218","Trichoderma_erinaceum",1
"2219","Trichoderma_gamsii",1
"2220","Trichoderma_guizhouense",1
"2221","Trichoderma_hamatum",1
"2222","Trichoderma_harzianum",1
"2224","Trichoderma_koningiopsis",1
"2226","Trichoderma_lixii",1
"2227","Trichoderma_longibrachiatum",7
"2229","Trichoderma_parareesei",1
"2230","Trichoderma_pleuroti",1
"2231","Trichoderma_reesei",1
"2232","Trichoderma_virens",5
"2234","Tricholoma_bakamatsutake",6
"2235","Tricholoma_flavovirens",1
"2238","Tricholoma_terreum",1
"2239","Trichomonascus_ciferrii",1
"2240","Trichophaea_hybrida",1
"2241","Trichophyton_benhamiae",2
"2242","Trichophyton_equinum",4
"2244","Trichophyton_kuryangei",1
"2245","Trichophyton_mentagrophytes",1
"2246","Trichophyton_rubrum",1
"2247","Trichophyton_schoenleinii",8
"2249","Trichophyton_soudanense",1
"2250","Trichophyton_tonsurans",2
"2251","Trichophyton_verrucosum",1
"2252","Trichophyton_violaceum",1
"2253","Trichophyton_yaoundei",1
"2254","Trichosporon_asahii",1
"2257","Trichosporon_inkin",1
"2258","Trichosporon_ovoides",1
"2259","Trichothecium_ovalisporum",1
"2260","Trichothecium_roseum",1
"2262","Trigonopsis_variabilis",1
"2264","Tuber_borchii",1
"2265","Tuber_brumale",1
"2267","Tuber_indicum",4
"2268","Tuber_magnatum",1
"2269","Tuber_melanosporum",5
"2270","Tuber_microsphaerosporum",1
"2271","Tuber_umbilicatum",1
"2272","Tubulinosema_ratisbonensis",1
"2274","Tylopilus_plumbeoviolaceoides",1
"2275","Umbelopsis_isabellina",1
"2277","Umbilicaria_muehlenbergii",1
"2278","Uncinocarpus_reesii",11
"2280","Uromyces_viciae-fabae",2
"2281","Usnea_hakonensis",1
"2282","Ustilaginoidea_virens",4
"2283","Ustilago_bromivora",8
"2285","Ustilago_esculenta",1
"2286","Ustilago_hordei",29
"2287","Ustilago_maydis",1
"2288","Ustilago_trichophora",24
"2292","Valsa_mali",1
"2293","Valsa_malicola",1
"2294","Valsa_sordida",4
"2295","Vanderwaltozyma_polyspora",3
"2296","Vanrija_humicola",1
"2297","Vavraia_culicis",1
"2299","Venturia_aucupariae",1
"2300","Venturia_carpophila",5
"2301","Venturia_effusa",3
"2302","Venturia_inaequalis",10
"2303","Venturia_nashicola",9
"2305","Venturia_pyrina",2
"2308","Verticillium_albo-atrum",1
"2309","Verticillium_alfalfae",7
"2310","Verticillium_dahliae",7
"2311","Verticillium_isaacii",1
"2312","Verticillium_klebahnii",1
"2313","Verticillium_longisporum",10
"2314","Verticillium_nonalfalfae",1
"2316","Verticillium_tricorpus",1
"2317","Verticillium_zaregamsianum",2
"2319","Viridothelium_virens",1
"2320","Vishniacozyma_victoriae",1
"2321","Vittaforma_corneae",2
"2322","Volvariella_volvacea",1
"2323","Wallemia_hederae",1
"2324","Wallemia_ichthyophaga",1
"2325","Wallemia_mellicola",1
"2328","Wickerhamiella_cacticola",1
"2329","Wickerhamiella_domercqiae",1
"2331","Wickerhamiella_hasegawae",1
"2332","Wickerhamiella_infanticola",1
"2333","Wickerhamiella_occidentalis",1
"2334","Wickerhamiella_pararugosa",1
"2335","Wickerhamiella_sorbophila",12
"2336","Wickerhamiella_versatilis",1
"2337","Wickerhamomyces_alni",1
"2338","Wickerhamomyces_anomalus",96
"2340","Wickerhamomyces_canadensis",1
"2341","Wickerhamomyces_ciferrii",1
"2342","Wickerhamomyces_hampshirensis",1
"2345","Xenoacremonium_recifei",1
"2349","Xylaria_flabelliformis",1
"2350","Xylaria_grammica",4
"2351","Xylaria_hypoxylon",13
"2352","Xylaria_longipes",1
"2354","Xylaria_polymorpha",1
"2357","Yamadazyma_laniorum",1
"2358","Yamadazyma_nakazawae",1
"2359","Yamadazyma_philogaea",1
"2360","Yamadazyma_scolyti",1
"2363","Yarrowia_bubula",1
"2364","Yarrowia_deformans",1
"2365","Yarrowia_divulgata",1
"2369","Yarrowia_lipolytica",85
"2371","Yarrowia_phangngaensis",2
"2374","Yueomyces_sinensis",2
"2375","Zancudomyces_culisetae",1
"2376","Zasmidium_angulare",1
"2378","Zasmidium_citrigriseum",4
"2379","Zoopage_sp._CT-All",1
"2382","Zygoascus_meyerae",1
"2384","Zygosaccharomyces_bailii",1
"2385","Zygosaccharomyces_bisporus",1
"2386","Zygosaccharomyces_kombuchaensis",1
"2387","Zygosaccharomyces_mellis",1
"2388","Zygosaccharomyces_parabailii",2
"2389","Zygosaccharomyces_pseudobailii",1
"2390","Zygosaccharomyces_rouxii",3
"2391","Zygosaccharomyces_sapae",7
"2392","Zygosaccharomyces_siamensis",1
"2393","Zygotorulaspora_florentina",1
"2394","Zygotorulaspora_mrakii",6
"2395","Zymoseptoria_ardabiliae",1
"2399","Zymoseptoria_tritici",3
"1","Absidia",16
"2","Acaromyces",1
"3100","Acaulopage",1
"4100","Aciculosporium",1
"5100","Acidomyces",4
"6","Acremonium",1
"7","Actinomortierella",1
"810","Agaricus",4
"910","Agrocybe",11.5
"1010","Akanthomyces",1
"1111","Alectoria",1
"1214","Alloascoidea",1
"13","Allomyces",9
"14","Alternaria",3
"1517","Amanita",1
"16","Amauroascus",1
"1716","Amauroderma",17
"1810","Ambrosiella",2
"1920","Ambrosiozyma",1
"20","Amesia",19
"21","Amniculicola",5
"2213","Amorphotheca",1
"2315","Ampelomyces",46
"2410","Amphirosellinia",4
"2510","Amylostereum",25
"2610","Anaeromyces",2
"2710","Anncaliia",1
"2810","Annulohypoxylon",2
"2910","Antarctomyces",1
"3010","Anthracocystis",2.5
"3110","Antonospora",4
"32","Antrodiella",1
"3310","Aotearoamyces",1
"34","Apiotrichum",6
"3510","Aquanectria",10
"3610","Arachnopeziza",1
"3710","Armillaria",4
"3810","Arthrinium",9
"39","Arthrobotrys",12
"40","Arthrocladium",1
"41","Arthroderma",3
"4210","Articulospora",5
"4310","Ascobolus",1
"44","Ascochyta",11.5
"4510","Ascocoryne",1
"4610","Ascosphaera",1
"47","Aspergillus",1
"48","Athelia",11
"4910","Atkinsonella",1
"5010","Aureobasidium",7
"5110","Auricularia",3
"5210","Auriculariopsis",1
"5310","Austropuccinia",10
"54","Babjeviella",1
"5510","Balansia",1
"56","Barnettozyma",1
"5710","Basidioascus",1
"5810","Basidiobolus",2
"5910","Batrachochytrium",9
"6010","Baudoinia",1
"615","Beauveria",1
"626","Berkeleyomyces",2
"63","Bifiguratus",1
"644","Bipolaris",6.5
"652","Blastobotrys",1
"664","Blastomyces",1
"671","Blumeriella",5
"6810","Blyttiomyces",9
"697","Boletus",1.5
"703","Bondarzewia",1
"712","Botryobasidium",1
"724","Botryosphaeria",2
"733","Botryotinia",1
"741","Botryozyma",12
"757","Botrytis",3.5
"762","Brettanomyces",3
"772","Bretziella",1
"787","Butyriboletus",97
"79","Cadophora",1
"80","Cairneyella",1
"81","Calcarisporium",2
"82","Calocera",1
"83","Calonectria",1
"84","Candida",1
"85","Candolleomyces",1
"867","Cantharellus",2
"87","Capniomyces",1
"88","Catenaria",5
"89","Celoporthe",10
"90","Cenococcum",1
"91","Cephaloascus",1
"92","Ceraceosorus",5
"932","Ceratocystiopsis",1.5
"944","Ceratocystis",1
"95","Cercospora",1
"961","Chaetomium",2
"97","Chalara",1
"981","Chalaropsis",1
"998","Chlorencoelia",1
"100","Chlorociboria",2
"101","Chondrostereum",1
"102","Chrysoporthe",3
"1032","Ciborinia",1
"1041","Citeromyces",1
"1055","Cladobotryum",23
"1062","Cladonia",1
"1078","Cladophialophora",1
"1082","Cladosporium",2
"109","Clarireedia",2
"1104","Clathrospora",1
"1113","Clavariopsis",1
"11210","Claviceps",1
"1134","Clavispora",3
"1145","Clitopilus",5
"1152","Clonostachys",7
"1162","Coccidioides",10.5
"1172","Coccinonectria",1
"1181","Coemansia",1
"119","Colletotrichum",2
"120","Conidiobolus",2
"121","Coniochaeta",1
"1221","Coprinellus",40
"1237","Coprinopsis",1
"1244","Coprinus",1
"125","Cordyceps",1
"126","Corinectria",1
"1272","Coriolopsis",5
"128","Cortinarius",1
"129","Corynespora",19.5
"1304","Cryomyces",1
"131","Cryphonectria",1
"1323","Cryptococcus",7
"133","Cucumispora",1
"134","Cucurbitaria",3
"1355","Cudoniella",1
"136","Curvularia",1
"1372","Cutaneotrichosporon",1
"1385","Cyanodermella",1
"139","Cyberlindnera",1
"1408","Cylindrocarpon",1
"1411","Cystofilobasidium",1
"1427","Cytospora",2
"1431","Dacryopinax",1
"144","Dactylella",1
"145","Dactylellina",1
"1466","Dactylonectria",1
"1471","Daldinia",3
"148","Danielozyma",1
"1491","Davidsoniella",2
"1501","Debaryomyces",1
"151","Delphinella",1
"1521","Dendrothele",1
"1535","Dentipellis",1
"1544","Diaporthe",1
"1551","Dichomitus",2
"1561","Dictyopanus",6
"157","Dicyma",4
"1581","Diddensiella",1
"1597","Didymella",1
"1605","Didymosphaeria",1
"161","Diplocarpon",1
"1623","Diplodia",1
"163","Dipodascus",1
"164","Dissophora",1
"165","Diutina",1
"1663","Diversispora",8
"1674","Dothidotthia",4
"168","Dothistroma",1
"1693","Drechmeria",2
"170","Drechslerella",1
"171","Elaphomyces",1
"172","Elsinoe",1
"1732","Emergomyces",4.5
"174","Emmonsia",1
"175","Encephalitozoon",5
"1765","Endocalyx",1
"1772","Endocarpon",1
"1782","Endoconidiophora",1
"1795","Endocronartium",1
"1803","Enterocytozoon",14
"1811","Enterospora",1
"18210","Entomortierella",1
"1833","Entonaema",4
"1844","Epichloe",2
"1853","Epicoccum",1
"1861","Eremothecium",31
"1871","Erythrobasidium",1
"188","Escovopsis",1
"189","Eutypa",1
"190","Evansstolkia",1
"191","Evernia",1
"192","Exophiala",4
"193","Exserohilum",2
"1944","Fibroporia",1
"1956","Filobasidium",1
"1963","Flammula",2
"1976","Flammulina",8
"198","Floccularia",11
"199","Fomitiporia",1
"2004","Fomitopsis",3
"201","Fonsecaea",1
"2021","Fragosphaeria",22
"2031","Friedmanniomyces",2
"204","Furculomyces",1
"2051","Fusarium",1
"2065","Galactomyces",1
"207","Galerina",1
"20810","Gamarada",1
"209","Gamsiella",1
"2101","Ganoderma",6
"2115","Gautieria",4
"2126","Gelatoporia",1
"2135","Geosmithia",1
"214","Geotrichum",3
"2151","Gigaspora",2
"2164","Glaciozyma",2
"2174","Glarea",1
"2181","Gloeostereum",4
"2194","Glomus",1
"220","Glonium",1
"221","Gomphillus",1
"222","Grammothele",6
"223","Graphilbum",1
"224","Grifola",5
"2255","Groenewaldozyma",1
"2261","Grosmannia",19.5
"227","Gryganskiella",1
"228","Gymnopilus",1
"229","Gymnopus",3
"230","Hamiltosporidium",2
"231","Hanseniaspora",1
"2326","Haplosporangium",1
"2339","Hawksworthiomyces",1
"234","Hebeloma",1
"2353","Hemileia",12
"236","Hericium",3
"2372","Herpomyces",1
"238","Hesseltinella",18
"239","Heterobasidion",1
"240","Hirsutella",1
"2411","Histoplasma",2
"242","Homolaphlyctis",1
"243","Hortaea",5
"2441","Huntiella",1
"2451","Hydnum",1
"2461","Hygrophorus",3
"247","Hymenoscyphus",1
"2481","Hymenotorrendiella",1
"2491","Hyphodiscus",6
"2501","Hypholoma",1
"251","Hyphopichia",4
"2521","Hypocrella",1
"253","Hypomontagnella",3
"2541","Hypomyces",12.5
"2551","Hypoxylon",4
"2561","Hypsizygus",6
"257","Hysterangium",34
"2581","Hysterium",1
"2591","Ilyonectria",2
"2601","Infundibulicybe",9
"2611","Irpex",5
"2621","Jaapia",1
"2631","Jackrogersella",3
"2641","Jimgerdemannia",3
"2651","Juglanconis",1
"2661","Kalaharituber",3
"267","Kalmanozyma",1
"2681","Karstenula",4
"269","Kazachstania",1
"2701","Kluyveromyces",1.5
"2711","Knoxdaviesia",1
"2721","Knufia",1
"2731","Kockovaella",5
"2741","Kodamaea",7
"2751","Komagataella",2.5
"2761","Kregervanrija",8.5
"2771","Kretzschmaria",3
"2781","Kuraishia",1
"2791","Kurtzmaniella",1
"2801","Kwoniella",1
"2811","Laburnicola",23
"2821","Laccaria",9
"2831","Lachancea",2
"2841","Lachnellula",1
"2851","Lachnum",1
"2861","Lactarius",1
"2871","Lactifluus",1
"288","Laetiporus",3
"2891","Lanzia",1
"2901","Lasallia",6
"291","Lasiodiplodia",8.5
"2921","Lecanosticta",1
"2931","Lentinula",14
"2941","Lepiota",5
"2951","Lepista",1
"2961","Leptographium",1
"2971","Leptosphaeria",31.5
"2981","Leptoxyphium",1
"2991","Letharia",4
"3001","Leucoagaricus",13
"3011","Leucocalocybe",4
"3021","Leucosporidium",2
"3031","Lichtheimia",67
"304","Limonomyces",1
"3051","Linderina",1
"3061","Lindgomyces",1
"3071","Lineolata",1
"3081","Linnemannia",1
"3091","Lipomyces",1
"3101","Lodderomyces",4
"3111","Lomentospora",3
"3121","Lophium",1
"3131","Lunasporangiospora",1
"3141","Lyophyllum",1
"3151","Macrocybe",10
"3161","Macrophomina",7
"3171","Macroventuria",1
"3181","Madurella",1
"3191","Magnaporthiopsis",1.5
"3201","Magnusiomyces",1
"3211","Malassezia",2
"3221","Malbranchea",1
"3231","Margaritispora",7
"3241","Marssonina",1
"3251","Martiniozyma",1
"3261","Massarina",6
"3271","Massariosphaeria",1
"3281","Megacollybia",1
"329","Meira",1
"3301","Melampsora",13
"331","Melanogaster",1
"332","Metarhizium",1
"3331","Metschnikowia",1
"3341","Meyerozyma",1
"3351","Microbotryum",9
"336","Microcyclospora",1
"337","Microcyclosporella",1
"3381","Microsporum",5
"339","Microthyrium",1
"340","Middelhovenomyces",1
"341","Millerozyma",3
"3421","Mitosporidium",1
"3431","Mixia",6
"3441","Modicella",1
"3451","Moesziomyces",28
"3461","Mollisia",1
"3471","Monascus",15
"3481","Monilinia",2
"3491","Moniliophthora",1
"3501","Monosporascus",1
"3511","Morchella",1.5
"3521","Mortierella",1
"353","Mrakia",1
"3541","Mucidula",4
"3551","Mucor",1
"3561","Mycena",11
"357","Mycosphaerelloides",1
"3581","Myriosclerotinia",1
"3591","Nadsonia",1
"3601","Naematelia",1
"3611","Naganishia",1
"362","Nakaseomyces",1
"3631","Nakazawaea",1
"3641","Nannizzia",4
"3651","Nannizziopsis",5
"3661","Naumovozyma",1.5
"3671","Neoboletus",1.5
"3681","Neobulgaria",1
"3691","Neocallimastix",5
"3701","Neocamarosporium",8
"3711","Neofusicoccum",1
"3721","Neohortaea",1
"3731","Neolecta",1
"3741","Neonectria",1
"3751","Neonothopanus",18
"3761","Neopestalotiopsis",1
"3771","Neoscytalidium",1
"3781","Neospermospora",1
"3791","Neurospora",1
"3801","Nigrospora",24.5
"3811","Nosema",9
"3821","Novakomyces",11
"383","Ochroconis",1
"3841","Oehlia",2
"3851","Ogataea",1
"3861","Oidiodendron",1
"3871","Onygena",1
"3881","Ophidiomyces",1
"3891","Ophioceras",1
"3901","Ophiocordyceps",1
"3911","Ophiognomonia",1
"3921","Ophiostoma",1.5
"3931","Orbilia",1
"3941","Ordospora",1
"3951","Pachysolen",1
"3961","Paecilomyces",4
"3971","Pallidocercospora",1
"3981","Panaeolus",2
"3991","Papiliotrema",1
"4001","Paracoccidioides",7.5
"4011","Paradendryphiella",1
"402","Paramicrosporidium",1
"4031","Paramyrothecium",1
"4041","Paraphaeosphaeria",77
"4051","Parasitella",1
"4061","Passalora",1.5
"4071","Patellaria",1
"4081","Paxillus",1
"4091","Pecoramyces",101
"4101","Peltaster",7
"4111","Penicillium",1
"4121","Periglandula",1
"413","Pestalotiopsis",11
"4141","Peterozyma",1
"415","Pezicula",1
"4161","Phaeoacremonium",1
"4171","Phaffia",33
"4181","Phanerochaete",1
"419","Phanerodontia",8
"420","Phellinidium",1
"4211","Phialemoniopsis",1
"422","Phialocephala",1
"4231","Phialophora",1
"4241","Phlebia",1
"4251","Pholiota",3
"4261","Phycomyces",5
"4271","Phyllachora",2
"428","Phyllosticta",1
"429","Phymatotrichopsis",2
"4301","Physcia",1
"4311","Pichia",2
"4321","Piptocephalis",1
"4331","Piromyces",3
"4341","Pirottaea",5
"4351","Plectosphaerella",1
"4361","Pleurotus",5
"4371","Pneumocystis",1
"4381","Pochonia",1
"4391","Podaxis",1
"4401","Podila",1
"441","Podospora",4.5
"4421","Polyporus",9
"443","Porodaedalea",7
"4441","Postia",1
"4451","Powellomyces",1
"4461","Priceomyces",1
"4471","Prillingera",1
"4481","Proliferodiscus",1
"4491","Protomyces",1.5
"450","Pseudevernia",1
"451","Pseudocercospora",1
"4521","Pseudogymnoascus",25
"4531","Pseudohalonectria",1
"454","Pseudoloma",1
"455","Pseudomassariella",1
"4561","Pseudonectria",1
"4571","Pseudophaeomoniella",1
"4581","Pseudopyrenochaeta",6
"4591","Pseudovirgaria",1
"460","Psilocybe",3
"461","Puccinia",4
"4621","Pulveroboletus",1
"4631","Punctularia",1
"464","Purpureocillium",1
"465","Pyrenophora",4.5
"4661","Pyrenopolyporus",5
"467","Pyricularia",5.5
"468","Pyronema",1
"4691","Pyrrhoderma",5
"4701","Quambalaria",2
"471","Raffaelea",1
"472","Ramalina",1
"473","Ramichloridium",1
"474","Ramularia",21
"4751","Reticulascus",23
"476","Rhinocladiella",1
"477","Rhizoclosmatium",12
"4781","Rhizoctonia",8
"4791","Rhizomucor",1
"4801","Rhizophagus",9
"481","Rhizopogon",1
"482","Rhizopus",2
"4831","Rhodocollybia",2
"4841","Rhodotorula",4
"4851","Rhynchosporium",1
"4861","Rhytidhysteron",1
"4871","Rosellinia",1
"488","Rozella",1
"489","Russula",4
"4901","Rutstroemia",1
"4911","Saccharomyces",1.5
"4921","Saccharomycodes",5
"4931","Saccharomycopsis",2
"4941","Saitoella",1
"4951","Saitozyma",9
"4961","Saksenaea",1.5
"497","Salmacisia",1
"4981","Samsoniella",1
"4991","Sanchytrium",1
"5001","Sanghuangporus",21
"5011","Saprochaete",1
"5021","Sarcomyxa",5
"5031","Sarocladium",8
"5041","Saturnispora",1
"505","Scedosporium",1
"5061","Scheffersomyces",1
"5071","Schizophyllum",1
"5081","Schizosaccharomyces",3
"5091","Sclerotinia",2
"5101","Sclerotiophoma",528
"5111","Sclerotium",1
"5121","Scopulariopsis",7
"5131","Serendipita",2
"5141","Serpula",6
"5151","Simplicillium",1
"5161","Smittium",1
"5171","Sordaria",1
"5181","Sparassis",14
"519","Spathaspora",2
"5201","Spencermartinsiella",1
"5211","Sphaerobolus",1
"522","Sphaerosporella",1
"523","Sphaerulina",1.5
"5241","Spizellomyces",1
"525","Sporidiobolus",2
"5261","Sporisorium",2.5
"5271","Sporopachydermia",1
"5281","Sporothrix",1
"5291","Stachybotrys",1
"530","Stagonosporopsis",1
"5311","Starmera",1
"532","Starmerella",1
"533","Stemphylium",3.5
"534","Stenocarpella",2
"5351","Stereocaulon",1
"5361","Stylonectria",1
"537","Sugiyamaella",4
"5381","Suhomyces",1
"5391","Suillellus",2
"540","Suillus",4
"5411","Symmetrospora",1
"5421","Syncephalastrum",1.5
"5431","Syncephalis",1
"5441","Synchytrium",2
"5451","Taiwanofungus",1
"5461","Talaromyces",1
"5471","Taphrina",1
"5481","Teratosphaeria",1
"549","Terfezia",1
"5501","Termitomyces",4
"5511","Tetrapisispora",1
"5521","Tetrapyrgos",2
"553","Teunomyces",1
"554","Thamnidium",1
"5551","Thecaphora",10
"5561","Thelephora",17
"557","Thelohania",1
"558","Thelonectria",1
"559","Thermomucor",1
"5601","Thermothelomyces",1
"5611","Thermothielavioides",2
"562","Thielaviopsis",1
"563","Tilletia",1
"5641","Tilletiopsis",1
"5651","Tinctoporellus",1
"5661","Tolypocladium",1
"5671","Tortispora",1
"5681","Torulaspora",1.5
"569","Trachipleistophora",1
"570","Trametes",2
"5711","Tremella",1.5
"5721","Trichoderma",1
"5731","Tricholoma",1
"574","Trichomonascus",1
"5751","Trichophaea",1
"5761","Trichophyton",1
"5771","Trichosporon",1
"578","Trichothecium",1
"5791","Trigonopsis",1
"580","Tuber",1
"5811","Tubulinosema",1
"582","Tylopilus",1
"583","Umbelopsis",1
"584","Umbilicaria",1
"585","Uncinocarpus",11
"5861","Uromyces",2
"587","Usnea",1
"5881","Ustilaginoidea",4
"5891","Ustilago",8
"590","Valsa",1
"591","Vanderwaltozyma",3
"592","Vanrija",1
"5931","Vavraia",1
"5941","Venturia",4
"595","Verticillium",1
"596","Viridothelium",1
"5971","Vishniacozyma",1
"5981","Vittaforma",2
"5991","Volvariella",1
"6001","Wallemia",1
"601","Wickerhamiella",1
"602","Wickerhamomyces",1
"6031","Xenoacremonium",1
"6041","Xylaria",1
"6051","Yamadazyma",1
"6061","Yarrowia",1
"6071","Yueomyces",2
"6081","Zancudomyces",1
"6091","Zasmidium",2.5
"6101","Zoopage",1
"611","Zygoascus",1
"612","Zygosaccharomyces",1
"613","Zygotorulaspora",3.5
"614","Zymoseptoria",2
